x1,x2,y
2.4689046005240467,-2.687452376846861,1.0
-3.43248586728572,0.6448404062858711,1.0
2.7579284126769807,-0.966272719926029,1.0
6.041461095016374,2.322638995612514,1.0
-0.2396167928586328,-1.3556912491691646,1.0
-1.970683169527224,2.8783235120983885,1.0
-0.7719239393640133,-5.5332507408983425,1.0
-1.2812136737807736,2.9907384729435424,1.0
-3.9899265882451687,-4.078393514490025,1.0
0.3964862570887382,0.3999572552200146,1.0
1.6889322560810258,4.39108942882194,1.0
2.8205887985651277,1.3951625820817697,1.0
2.7953059860890868,-2.224763902489652,1.0
-1.7368149765588277,-3.4147449503235956,1.0
-2.592265745614473,1.645894513987702,1.0
-5.1257604964164765,-0.8331356354064497,1.0
-0.8688041392523597,-0.0793554033197399,1.0
-0.932044060502058,-2.3591950508145407,1.0
-0.9254967719685264,4.94347401940251,1.0
5.5814794008304665,0.023080349861029248,1.0
1.557638730963465,-4.830281704775756,1.0
-2.296058352069914,-1.0703253872195375,1.0
4.603176637396185,-3.1358703632523355,1.0
-0.21319772302013532,6.101724221412903,1.0
0.2448572300837517,1.4186744510697713,1.0
-4.767320783629433,4.100919445755517,0.0
1.29509176917516,0.566341272107934,0.0
-1.9758879387730248,-2.4614907607326546,0.0
-1.042729649023686,2.2782926156194137,0.0
4.718129823694987,0.13097095541661294,0.0
2.1276597468230847,1.0799105688171249,0.0
1.5695836983646956,2.1952073569836923,0.0
4.302001948159289,-5.2377262505368725,0.0
3.313536310224293,-3.221183338491976,0.0
-3.8425076027286793,0.9105209814267184,0.0
-5.080426350995321,4.842159706628197,0.0
1.5990577430924748,2.8075327583253906,0.0
-6.0804997181344005,1.1866659949168898,0.0
0.7135837730343219,-4.285639506130352,0.0
-4.3596444839908175,2.4570965245862717,0.0
-2.2774482538500886,2.412369880600904,0.0
0.6834000711667683,-1.3954882420803727,0.0
5.342372424694551,4.293551809012147,0.0
-1.7919950275686476,-5.735398817458421,0.0
-2.4533567452715115,-1.2794364548669022,0.0
2.5755886241374224,6.224858272205843,0.0
-1.8106271974141117,3.29927313201752,0.0
1.1708956662240924,2.4089958499057023,0.0
-4.384061730969705,-1.2707579835010856,0.0
-3.256500831730333,-1.9671897449177853,0.0
0.16497325114711622,2.0938658508126053,0.0
-4.952300032750344,-4.6383108455864885,1.0
-2.2370576756626948,2.0302773326111168,0.0
4.35432564693452,0.6692515326522139,0.0
4.454181323414447,-1.4471707442695605,1.0
-2.302311185846542,-1.8313640981188317,1.0
-4.1333076360058145,4.1357513390188885,0.0
-2.0273219411416292,0.6581017752472178,0.0
0.9871068605576098,0.2705924048478873,1.0
2.4669201524209914,-0.7498620171682199,0.0
-0.7764209445521341,3.3312957811965824,1.0
0.8248817152726629,-5.216248125809174,1.0
1.0388755291586609,3.956442656155775,0.0
-2.0474842111352194,5.37308576496438,1.0
3.1506027456326633,0.9307134759515492,0.0
3.1622516260474582,-5.2885701328019366,0.0
4.516216319754539,4.040139840519096,1.0
5.150599178984353,-4.666758006707882,0.0
-5.255506423881997,-4.543803920807322,1.0
-1.2644444205430876,-0.9511880366204296,1.0
0.7818592061571223,-4.747027557282718,1.0
-3.7523245312741382,3.9162383804074437,0.0
-0.4022800086676135,3.8696656666932174,1.0
-6.189862682065455,0.6483333156999853,1.0
5.427819452987802,1.0326472750321345,0.0
-3.6933100140663164,2.736422231684319,1.0
-1.520708662265165,2.1159750867710803,0.0
-5.9147428029861455,1.7077742822337336,1.0
-5.878574123732609,3.0760044317370734,1.0
-0.34038525270189,-4.753174952392763,0.0
0.5357788449446791,-5.444072906046691,1.0
1.9272398126458243,6.2340046464204075,0.0
3.3853467801928523,0.9270728539826449,0.0
-4.993432601835903,2.5111890449740084,1.0
2.025295151968651,-5.666212567672177,1.0
3.6731413572975646,0.23519961776742626,0.0
-0.9315740291808244,3.6214668297806814,1.0
-1.1112539148734235,-0.2384308539369853,1.0
-4.000769955883172,-2.245372930583773,0.0
4.342095694295333,-3.9344835289533453,0.0
-1.0393511818090388,6.145388863139902,1.0
-3.3099843860004348,5.238069579757279,0.0
5.257737644554996,-5.135921635318792,0.0
-0.4567533299106801,0.02785129107183781,0.0
-2.3415050306076366,-5.688299137537928,0.0
-3.246074017386348,-5.082724426738034,1.0
-3.289248693161292,3.8678168621183047,0.0
4.963443550200672,-5.740030426282295,0.0
-2.488809456869033,6.03917401819938,1.0
0.4964322412647331,1.587250251309202,1.0
-6.213499649930442,-0.18963352647774825,0.0
6.1365173476318455,-1.5684649196869067,1.0
-5.0637678419886765,-0.47866861929079896,0.0
5.818285715762175,-1.9876151297877982,1.0
3.7563738506370683,3.7554137547648714,1.0
-3.6662600305490636,-0.7116624479088783,0.0
2.709325528517424,-1.12444153914097,0.0
-3.882921116074512,5.874706719432389,0.0
1.8943849753915687,4.592503938905429,0.0
-5.965980483889004,-2.9291479193866787,0.0
0.02602621428537067,-5.435600760702672,1.0
6.195638684123264,-3.3117112001957194,0.0
-1.5796910257693837,-3.593832268552608,0.0
-4.958113473946399,-3.3617581609299974,1.0
-2.5056069340135863,1.6894513646593152,0.0
-2.749084813794033,-1.7306812637783169,1.0
-6.208505330446492,-1.6874232300168304,0.0
0.4258238046521621,-4.24723425340699,1.0
1.2243805497654892,-2.5993227398961505,0.0
1.6593954574880223,-5.9539890567594185,1.0
4.87064307194003,-6.080632623483585,0.0
-4.687783636712382,3.4829262124842693,0.0
-5.706448809895039,2.6514877828667927,1.0
5.919340378113786,4.670705488898316,1.0
2.640969199421624,5.76180336110485,0.0
-0.8819916083020134,4.685734631647711,1.0
-1.810089328400136,5.4005693389705565,1.0
-4.413590139705585,5.529567682660071,0.0
4.181035044461092,4.348653349668865,1.0
-4.725922836828391,1.2124901239922643,1.0
-6.0771913172038365,2.7794847178940083,1.0
-6.185952837039638,-5.217277132448782,1.0
-3.449488708515706,4.713953919189672,0.0
-1.714350548743136,0.5021513556067916,0.0
0.8558102248782298,-3.4499291616160965,1.0
0.906623025120922,2.0225799073883675,1.0
-2.535323160728704,-1.0225650481115072,1.0
-0.5895019600714972,5.433078648301161,1.0
1.0994788572665817,5.632905430519018,0.0
0.7041534830971942,0.007055022460433769,1.0
-6.238798235089606,-0.24015535746198324,0.0
5.37155793289865,-3.7904485416971134,0.0
-5.628588806718752,-1.1714509736880243,0.0
-1.6035131165509613,4.488117691261717,1.0
-5.948780166591594,5.2797509344892015,0.0
2.273294130619668,5.079653653368712,0.0
1.351250155749821,3.92012093844932,0.0
-2.06661663490725,-1.8904065315216816,1.0
-1.383881235886233,3.2018745585007,1.0
-1.6425355446972387,-3.239361448659394,0.0
5.4999027776082094,5.127218492076069,1.0
-1.9000689639366737,1.6919118896647507,0.0
